item_number	title	condition	description	email	type	piece_count	platform	media
1749	Age of Empires III: The Asian Dynasties	Damaged/Missing parts	Ensemble Studios, Big Huge Games   Microsoft Game Studios, MacSoft	usr236@gt.edu	Computer Game		Windows	
1750	Space Rocket 	Heavily Used	Floor Jigsaw Puzzle By Ravensburger NEW	usr237@gt.edu	Jigsaw Puzzle	24		
1751	Dimension 0	Lightly Used	Broccoli   	usr237@gt.edu	Card Game			
1752	BattleTech	Like New	Wizards of the Coast   	usr237@gt.edu	Card Game			
1753	MindJack	Like New	Third-person Shooter   feelplus	usr237@gt.edu	Video Game		Xbox	Game card
1754	Age of Conan	Damaged/Missing parts	Funcom	usr237@gt.edu	Computer Game		Windows	
1755	"XXXenophile	"	Like New	Slag-Blah Entertainment/Studio Foglio   	usr238@gt.edu	Card Game			
1756	Police at Work! 	Damaged/Missing parts		usr238@gt.edu	Jigsaw Puzzle	48		
1757	Giggly Goblins 	Moderately Used	Jigsaw Puzzle By Ravensburger	usr238@gt.edu	Jigsaw Puzzle	35		
1758	Airscape: The Fall of Gravity	Lightly Used	Cross-Product	usr238@gt.edu	Computer Game		macOS	
1759	ABC Sports Monday Night Football	Moderately Used	OT Sports]   ABC Interactive	usr238@gt.edu	Computer Game		macOS	
1760	Scrolls	Mint	Mojang	usr238@gt.edu	Computer Game		Windows	
1761	Battleground 10: Middle East	Heavily Used	TalonSoft	usr239@gt.edu	Computer Game		macOS	
1762	Batman: Arkham Origins	Heavily Used	WB Games Montr�al, Splash Damage   Warner Bros. Interactive Entertainment	usr239@gt.edu	Computer Game		Windows	
1763	Cardcaptors Trading Card Game	Lightly Used	Upper Deck   	usr239@gt.edu	Card Game			
1764	Suzanne Stofflet (mystery)	Heavily Used		usr239@gt.edu	Jigsaw Puzzle	39		
1765	Battleground 4: Shiloh	Heavily Used	TalonSoft	usr239@gt.edu	Computer Game		Windows	
1766	Silent Hunter 5: Battle of the Atlantic	Mint		usr239@gt.edu	Computer Game		macOS	
1767	Adventure Time Card Wars	Damaged/Missing parts	based on the American fantasy animated television series created by Pendleton Ward for Cartoon Network   	usr239@gt.edu	Card Game			
1768	Metal Gear Rising: Revengeance	Heavily Used	Hack & Slash, Action   Kojima Productions	usr239@gt.edu	Video Game		Xbox	Optical disc
1769	Prince John	Lightly Used	Jigsaw Puzzle By Ravensburger NEW	usr240@gt.edu	Jigsaw Puzzle	1000		
1770	Peter Pan & the Irate Pirate	Like New	Molly Delaney (art)	usr240@gt.edu	Jigsaw Puzzle	58		
1771	AdvertCity	Moderately Used	VoxelStorm	usr240@gt.edu	Computer Game		Windows	
1772	Gwiezdna Kohorta (AKA: Stargate Kohorta)	Like New	Wydawnictwo Imperium   	usr241@gt.edu	Card Game			
1773	K-ON! Ho-kago Live!!	Like New	Sega   June 21, 2012	usr241@gt.edu	Video Game		PlayStation	Cartridge
1774	Empire Earth III	Damaged/Missing parts	Mad Doc Software   Sierra Entertainment	usr241@gt.edu	Computer Game		Linux	
1775	Adventure Pinball: Forgotten Island	Moderately Used	Digital Extremes   Electronic Arts	usr241@gt.edu	Computer Game		Linux	
1776	Blades of Time	Mint	Gaijin Entertainment	usr241@gt.edu	Computer Game		macOS	
1777	Suzanne Stofflet (riddles)	Moderately Used	25/50	usr241@gt.edu	Jigsaw Puzzle	33		
1778	Madden NFL 15	Lightly Used		usr241@gt.edu	Video Game		Xbox	Game card
1779	Kabal	Mint		usr241@gt.edu	Card Game			
1780	World of Warcraft: Warlords of Draenor	Like New	Blizzard Entertainment	usr241@gt.edu	Computer Game		Windows	
1781	NBA Showtime: NBA on NBC	Heavily Used	Midway Games   	usr241@gt.edu	Video Game		Nintendo	Cartridge
1782	PlanetSide	Like New	Sony Online Entertainment	usr242@gt.edu	Computer Game		Windows	
1783	Nutcracker Suite	Heavily Used	Jennifer Brown	usr242@gt.edu	Jigsaw Puzzle	52		
1784	Masquerade: The Baubles of Doom	Mint	Action & Adventure   Big Ant Studios	usr242@gt.edu	Video Game		Xbox	Game card
1785	The Witcher 3: Wild Hunt	Heavily Used	CD Projekt Red   Atari, Inc	usr242@gt.edu	Computer Game		macOS	
1786	Monkey Island 2: LeChuck's Revenge	Heavily Used	Classics   LucasArts	usr242@gt.edu	Video Game		Xbox	Cartridge
1787	Achtung Panzer: Kharkov 1943	Like New		usr242@gt.edu	Computer Game		Windows	
1788	Teenage Mutant Ninja Turtles Turtle Power 	Lightly Used	Panini Games   	usr242@gt.edu	Card Game			
1789	GT InteractivePAL	Heavily Used	Action/Fighting   1996-11-11NA	usr242@gt.edu	Video Game		Nintendo	Cartridge
1790	InfogramesPAL	Damaged/Missing parts	Action/Adventure   1998-07-18NA	usr242@gt.edu	Video Game		Nintendo	Optical disc
1791	Metal Gear Solid V: Ground Zeroes	Damaged/Missing parts	Stealth, Action   Kojima Productions	usr242@gt.edu	Video Game		Xbox	Cartridge
1792	Quake 64	Moderately Used	id Software   	usr243@gt.edu	Video Game		Nintendo	Game card
1793	Ancients	Like New		usr243@gt.edu	Board Game			
1794	World in Conflict: Soviet Assault	Moderately Used	Massive Entertainment   Sierra Entertainment (former), Ubisoft	usr243@gt.edu	Computer Game		macOS	
1795	Candy Thun (tricks and art)	Heavily Used		usr243@gt.edu	Jigsaw Puzzle	25		
1796	HumanKind 	Lightly Used	SALO   	usr243@gt.edu	Card Game			
1797	NFL Blitz	Like New	Midway Games   Midway Home Entertainment	usr243@gt.edu	Video Game		Nintendo	Optical disc
1798	Disney Castle 	Heavily Used	3D Jigsaw Puzzle By Ravensburger	usr243@gt.edu	Jigsaw Puzzle	216		
1799	Pentagon	Heavily Used	Andrea Farnham (art)	usr243@gt.edu	Jigsaw Puzzle	25		
1800	Dragon Ball Collectible Card Game 	Damaged/Missing parts	Bandai   	usr243@gt.edu	Card Game			
1801	Starsiege: Tribes	Mint	Dynamix   Sierra On-Line	usr244@gt.edu	Computer Game		Windows	
1802	Mermaid Adventures 	Mint	Jigsaw Puzzle By Ravensburger NEW	usr244@gt.edu	Jigsaw Puzzle	48		
1803	Battleground 11: East Front	Heavily Used	TalonSoft	usr244@gt.edu	Computer Game		Windows	
1804	StarDrive	Damaged/Missing parts	Zero Sum Games   Iceberg Interactive	usr244@gt.edu	Computer Game		macOS	
1805	Mad Riders	Mint	Racing & Flying   Techland	usr244@gt.edu	Video Game		Xbox	Cartridge
1806	Age of Empires II: The Forgotten	Mint	Skybox Labs, Forgotten Empires LLC   Microsoft Game Studios	usr244@gt.edu	Computer Game		macOS	
1807	ARMA 2	Heavily Used		usr244@gt.edu	Computer Game		Windows	
1808	Automation - The Car Company Tycoon Game	Damaged/Missing parts	Camshaft Software	usr244@gt.edu	Computer Game		macOS	
1809	Mad Tracks	Moderately Used	Racing & Flying   Load	usr244@gt.edu	Video Game		Xbox	Cartridge
1810	MagnaCarta II	Damaged/Missing parts	RPG   Softmax	usr244@gt.edu	Video Game		Xbox	Optical disc
1811	Ms. Pac-Man Maze Madness	Damaged/Missing parts		usr244@gt.edu	Video Game		Nintendo	Game card
1812	After...	Like New		usr244@gt.edu	Computer Game		macOS	
1813	Frozen Castle 	Like New	3D Jigsaw Puzzle By Ravensburger NEW	usr245@gt.edu	Jigsaw Puzzle	216		
1814	Firestorm Tactical Card Game 	Damaged/Missing parts	Third World Games   	usr245@gt.edu	Card Game			
1815	Madden NFL Arcade	Like New		usr245@gt.edu	Video Game		Xbox	Cartridge
1816	Aliens Predator Collectible Card Game	Damaged/Missing parts	Alien vs. Predator science fiction horror franchises   	usr245@gt.edu	Card Game			
1817	NFL Blitz Special Edition	Lightly Used		usr245@gt.edu	Video Game		Nintendo	Cartridge
1818	The Elder Scrolls Online	Damaged/Missing parts	ZeniMax Online Studios   Bethesda Softworks	usr245@gt.edu	Computer Game		macOS	
1819	The Peloponnesian War	Damaged/Missing parts	Victory Games  1991	usr245@gt.edu	Board Game			
1820	AdvertCity	Damaged/Missing parts	VoxelStorm	usr246@gt.edu	Computer Game		Windows	
1821	Heresy: Kingdom Come	Like New	Last Unicorn Games   	usr246@gt.edu	Card Game			
1822	AdvertCity	Moderately Used	VoxelStorm	usr246@gt.edu	Computer Game		Windows	
1823	Call of Cthulhu: Collectible Card Game	Like New		usr246@gt.edu	Card Game			
1824	Kevin Van Dam's Big Bass Challenge	Mint	Zoo Games   Unreleased	usr246@gt.edu	Video Game		PlayStation	Optical disc
1825	Pachinko 365 Nichi	Heavily Used	SETA Corporation   SETA Corporation	usr246@gt.edu	Video Game		Nintendo	Game card
1826	Hannibal: The Italian Campaign 219-206 BC	Mint	Simulations Canada  1983	usr246@gt.edu	Board Game			
1827	Digimon Card Game	Lightly Used	Bandai   	usr246@gt.edu	Card Game			
1828	Pok�mon Snap	Damaged/Missing parts	HAL Laboratory   	usr246@gt.edu	Video Game		Nintendo	Game card
1829	Midnight Club: Los Angeles	Mint	Racing   Rockstar San Diego	usr246@gt.edu	Video Game		Xbox	Cartridge
1830	The Sword of Rome	Moderately Used	GMT Games  2004	usr247@gt.edu	Board Game			
1831	Rainbow Horses 	Heavily Used	Jigsaw Puzzle By Ravensburger NEW	usr247@gt.edu	Jigsaw Puzzle	48		
1832	Assassin's Creed Rogue	Like New	Ubisoft Montreal   Ubisoft	usr247@gt.edu	Computer Game		macOS	
1833	The Elder Scrolls: Arena	Mint	Bethesda Softworks	usr247@gt.edu	Computer Game		Windows	
1834	X-Men 	Mint	Wizards of the Coast   	usr247@gt.edu	Card Game			
1835	Dredd: The Card Game 	Damaged/Missing parts		usr247@gt.edu	Card Game			
1836	Monster Hunter Frontier G3	Heavily Used	Action role-playing, Expansion   Capcom	usr247@gt.edu	Video Game		Xbox	Cartridge
1837	C-23 	Lightly Used	Wizards of the Coast   	usr247@gt.edu	Card Game			
1838	Jedi Knights Trading Card Game	Moderately Used	"Decipher Inc.	No   "	usr247@gt.edu	Card Game			
1839	WCW Nitro 	Like New	Wizards of the Coast   	usr247@gt.edu	Card Game			
1840	Portal 2	Mint	Valve	usr247@gt.edu	Computer Game		Linux	
1841	Baldur's Gate	Lightly Used	BioWare   Black Isle Studios, Interplay Entertainment	usr248@gt.edu	Computer Game		Windows	
1842	Dune	Moderately Used		usr248@gt.edu	Card Game			
1843	Madden NFL 12	Like New	Sports   EA Tiburon	usr248@gt.edu	Video Game		Xbox	Game card
1844	Pachisi	Damaged/Missing parts	India  Six or seven thrown cowry shells	usr248@gt.edu	Board Game			
1845	Monday Night Combat	Mint	Shooter   Uber Entertainment	usr248@gt.edu	Video Game		Xbox	Cartridge
1846	Power League 64	Like New	Hudson Soft   Hudson Soft	usr248@gt.edu	Video Game		Nintendo	Optical disc
1847	World of Tanks	Moderately Used	Wargaming	usr248@gt.edu	Computer Game		Windows	
1848	Battlehawks 1942	Lightly Used	Lucasfilm Games	usr248@gt.edu	Computer Game		Windows	
1849	The Elder Scrolls III: Morrowind	Lightly Used	Bethesda Game Studios   Bethesda Softworks	usr249@gt.edu	Computer Game		Windows	
1850	HAL Laboratory	Lightly Used	Nintendo   Action/Turn-Based Battle	usr249@gt.edu	Video Game		Nintendo	Optical disc
1851	Land Ahoy! 	Like New	Floor Jigsaw Puzzle By Ravensburger NEW	usr249@gt.edu	Jigsaw Puzzle	24		
1852	Gwiezdna Kohorta (AKA: Stargate Kohorta)	Moderately Used	Wydawnictwo Imperium   	usr249@gt.edu	Card Game			
1853	Wargame: European Escalation	Heavily Used	Eugen Systems   Focus Home Interactive	usr249@gt.edu	Computer Game		macOS	
1854	FemWarriors 	Like New	N Communications   	usr249@gt.edu	Card Game			
1855	Katamari Forever	Damaged/Missing parts	Namco Bandai   July 23, 2009	usr249@gt.edu	Video Game		PlayStation	Optical disc
1856	Hercules: The Legendary Journeys 	Damaged/Missing parts	Wizards of the Coast   	usr249@gt.edu	Card Game			
1857	Barjees	Heavily Used		usr249@gt.edu	Board Game			
1858	Nuclear Strike 64	Like New	EA   	usr249@gt.edu	Video Game		Nintendo	Optical disc
1859	"VS System	"	Lightly Used	Upper Deck   	usr249@gt.edu	Card Game			
1860	Batman: Arkham Origins	Lightly Used	WB Games Montr�al, Splash Damage   Warner Bros. Interactive Entertainment	usr250@gt.edu	Computer Game		Windows	
1861	Commands & Colors: Ancients	Like New	GMT Games  2006	usr250@gt.edu	Board Game			
1862	The Elder Scrolls III: Morrowind	Heavily Used	Bethesda Game Studios   Bethesda Softworks	usr250@gt.edu	Computer Game		Windows	
1863	Fullmetal Alchemist: Alchemic Card Battle TCG 	Lightly Used	Bandai   	usr250@gt.edu	Card Game			
1864	Jikkyou Powerful Pro Yakyuu 2014	Moderately Used		usr250@gt.edu	Video Game		PlayStation	Cartridge
1865	Legion	Moderately Used	Simulations Publications, Inc.  1975	usr250@gt.edu	Board Game			
1866	Airscape: The Fall of Gravity	Heavily Used	Cross-Product	usr250@gt.edu	Computer Game		macOS	
1867	Mega Man 9	Moderately Used		usr250@gt.edu	Video Game		Xbox	Cartridge
1868	AaAaAA!!!  A Reckless Disregard for Gravity	Heavily Used		usr251@gt.edu	Computer Game		macOS	
1869	3W	Lightly Used	1992  	usr251@gt.edu	Board Game			
1870	Battlefield 2	Like New		usr251@gt.edu	Computer Game		macOS	
1871	Yut	Lightly Used	Korea  Four thrown marked sticks	usr251@gt.edu	Board Game			
1872	Karaoke Revolution	Like New	Blitz Games   	usr251@gt.edu	Video Game		PlayStation	Optical disc
1873	Dune	Heavily Used	Last Unicorn Games/Five Rings Publishing Group/Wizards of the Coast   	usr251@gt.edu	Card Game			
1874	Kerbal Space Program	Like New	Squad	usr251@gt.edu	Computer Game		macOS	
1875	Actua Soccer	Lightly Used	Gremlin Interactive   Greenwood Entertainment	usr251@gt.edu	Computer Game		Linux	
1876	Stormfront Studios	Like New	EA Sports   Racing/Automobile	usr251@gt.edu	Video Game		Nintendo	Cartridge
1877	Age of Pirates: Captain Blood	Like New		usr251@gt.edu	Computer Game		Windows	
1878	Doctor Who  Battles in Time 	Like New	GE Fabbri   	usr251@gt.edu	Card Game			
1879	World of Warcraft: The Burning Crusade	Moderately Used		usr251@gt.edu	Computer Game		macOS	
1880	Achtung Spitfire!	Moderately Used	Big Time Software   Avalon Hill	usr252@gt.edu	Computer Game		Windows	
1881	A Bird Story	Heavily Used	Freebird Games	usr252@gt.edu	Computer Game		Windows	
1882	Beasts and Bumpkins	Mint	Worldweaver Ltd   Electronic Arts	usr252@gt.edu	Computer Game		macOS	
1883	JOYSOUND.TV Plus (app)	Like New		usr252@gt.edu	Video Game		PlayStation	Game card
1884	Stronghold: Crusader Extreme	Moderately Used	Firefly Studios   Gamecock Media Group	usr252@gt.edu	Computer Game		macOS	
1885	MLB Stickball	Damaged/Missing parts	Sports & Recreation   Gaia Industries	usr252@gt.edu	Video Game		Xbox	Game card
1886	A Druid's Duel	Moderately Used	Thoughtshelter Games   Surprise Attack, note	usr252@gt.edu	Computer Game		Windows	
1887	"World of Warcraft Trading Card Game	"	Heavily Used		usr252@gt.edu	Card Game			
1888	Battle Spirits 	Like New	Bandai   	usr253@gt.edu	Card Game			
1889	Paradigm Simulation	Like New	Nintendo   Simulation/Flight	usr253@gt.edu	Video Game		Nintendo	Optical disc
1890	Donkey Kong card game	Moderately Used	Nintendo   	usr253@gt.edu	Card Game			
1891	The Eye of Judgment 	Damaged/Missing parts		usr253@gt.edu	Card Game			
1892	Act of War: Direct Action	Lightly Used	Eugen Systems   Atari, Inc.	usr253@gt.edu	Computer Game		Windows	
1893	Empire Earth II	Heavily Used	Mad Doc Software   Vivendi Universal	usr253@gt.edu	Computer Game		macOS	
1894	Off with Her Head	Mint	Jennifer Brown (art)	usr253@gt.edu	Jigsaw Puzzle	42		
1895	Commands & Colors: Ancients	Like New	GMT Games  2006	usr253@gt.edu	Board Game			
1896	NBA Jam 99	Damaged/Missing parts	Iguana West   Acclaim Sports	usr253@gt.edu	Video Game		Nintendo	Game card
1897	AssaultCube Reloaded (ACR)	Mint	AssaultCube Reloaded Task Force	usr253@gt.edu	Computer Game		macOS	
1898	Moon Landing 	Heavily Used	Jigsaw Puzzle By Ravensburger NEW	usr253@gt.edu	Jigsaw Puzzle	35		
1899	Abz	Mint		usr254@gt.edu	Computer Game		Windows	
1900	Meikyuu Cross Blood: Reloaded	Heavily Used	Action & Adventure   Kadokawa	usr254@gt.edu	Video Game		Xbox	Cartridge
1901	MLB Bobblehead Pros	Lightly Used	Sports & Recreation   Konami	usr254@gt.edu	Video Game		Xbox	Optical disc
1902	Mahjong * Dream C Club	Damaged/Missing parts	Puzzle Game   D3Publisher	usr254@gt.edu	Video Game		Xbox	Cartridge
1903	PD Ultraman Battle Collection 64	Heavily Used	Bandai   Bandai Games	usr254@gt.edu	Video Game		Nintendo	Optical disc
1904	Dragoborne: Rise to Supremacy	Like New	Bushiroad Ltd.   	usr255@gt.edu	Card Game			
1905	NASCAR '99	Moderately Used		usr255@gt.edu	Video Game		Nintendo	Game card
1906	Just Dance 2018	Lightly Used	Ubisoft Paris   	usr255@gt.edu	Video Game		PlayStation	Optical disc
1907	ABC Sports Indy Racing	Heavily Used	Shot Sports Software   ABC Interactive	usr255@gt.edu	Computer Game		macOS	
1908	Dickens of a Christmas	Damaged/Missing parts	Molly Delaney (art)	usr255@gt.edu	Jigsaw Puzzle	58		
1909	Major League Baseball 2K12	Like New	Sports   Visual Concepts	usr255@gt.edu	Video Game		Xbox	Game card
1910	Absolute Force Online	Moderately Used	TQ Digital   NetDragon Websoft Inc.	usr255@gt.edu	Computer Game		macOS	
1911	Mia Hamm Soccer 64	Mint	Silicon Dreams Studio   	usr255@gt.edu	Video Game		Nintendo	Cartridge
1912	MicroBot	Damaged/Missing parts	Shooter   Naked Sky Entertainment	usr255@gt.edu	Video Game		Xbox	Optical disc
1913	Rockstar Games	Like New	Racing/Automobile   1999-06-30NA	usr255@gt.edu	Video Game		Nintendo	Cartridge
1914	Molly Delany (art)	Heavily Used	7/50	usr255@gt.edu	Jigsaw Puzzle	53		
1915	Successors	Mint	Avalon Hill  1997	usr256@gt.edu	Board Game			
1916	World of Tanks	Heavily Used	Wargaming	usr256@gt.edu	Computer Game		Windows	
1917	Battlefield 4	Moderately Used		usr256@gt.edu	Computer Game		macOS	
1918	PlanetSide 2	Heavily Used	Sony Online Entertainment	usr256@gt.edu	Computer Game		Windows	
1919	Monopoly Streets	Like New		usr256@gt.edu	Video Game		Xbox	Game card
1920	Star Wars Galaxies	Heavily Used	Sony Online Entertainment   Electronic Arts, LucasArts	usr256@gt.edu	Computer Game		Linux	
1921	Peter Pan & the Irate Pirate	Damaged/Missing parts	Molly Delaney (art)	usr256@gt.edu	Jigsaw Puzzle	58		
1922	Karaoke Revolution Presents: American Idol Encore 2	Lightly Used	Blitz Games   	usr256@gt.edu	Video Game		PlayStation	Optical disc
1923	Tyre	Damaged/Missing parts	Simulations Publications, Inc.  1978	usr256@gt.edu	Board Game			
1924	World of Warcraft: Cataclysm	Moderately Used	Blizzard Entertainment	usr256@gt.edu	Computer Game		Windows	
1925	Starsector	Like New	   Fractal Softworks	usr256@gt.edu	Computer Game		Windows	
1926	Banished	Lightly Used	Shining Rock Software	usr257@gt.edu	Computer Game		Windows	
1927	BattleTech	Like New		usr257@gt.edu	Card Game			
1928	Marvel: Ultimate Alliance	Damaged/Missing parts	Action RPG   Raven Software	usr257@gt.edu	Video Game		Xbox	Optical disc
1929	Commands & Colors: Ancients	Moderately Used	GMT Games  2006	usr257@gt.edu	Board Game			
1930	Madden NFL 06	Mint	Sports   EA Tiburon	usr257@gt.edu	Video Game		Xbox	Cartridge
1931	Metal Gear Solid: Peace Walker HD Edition	Moderately Used	Action-adventure, Stealth   Kojima Productions	usr257@gt.edu	Video Game		Xbox	Game card
1932	Age of Mythology	Lightly Used	Ensemble Studios   Microsoft Game Studios, MacSoft	usr257@gt.edu	Computer Game		macOS	
1933	Multi-Racing ChampionshipJP	Lightly Used	Genki   ImagineerJP	usr257@gt.edu	Video Game		Nintendo	Optical disc
1934	NBA Hangtime	Damaged/Missing parts	Midway Games   Midway Home EntertainmentNA	usr257@gt.edu	Video Game		Nintendo	Optical disc
1935	Pro Shinan Mahjong Tsuwamono 64: Janso Battle ni Chosen	Like New		usr257@gt.edu	Video Game		Nintendo	Game card
1936	Infogrames	Mint	Ocean SoftwareNA   	usr257@gt.edu	Video Game		Nintendo	Cartridge
1937	Karaoke Revolution Presents: American Idol Encore 2	Lightly Used	Blitz Games   	usr257@gt.edu	Video Game		PlayStation	Optical disc
1938	Perfect Dark	Mint	Rare   Rare	usr258@gt.edu	Video Game		Nintendo	Game card
1939	ARMA: Armed Assault	Mint	Bohemia Interactive   505 Games	usr258@gt.edu	Computer Game		Windows	
1940	Marble Blast Ultra	Moderately Used	Action & Adventure   GarageGames	usr258@gt.edu	Video Game		Xbox	Game card
1941	The Elder Scrolls Online	Moderately Used	ZeniMax Online Studios   Bethesda Softworks	usr258@gt.edu	Computer Game		macOS	
1942	Surf's Up	Lightly Used		usr258@gt.edu	Computer Game		Linux	
1943	Warhammer 40,000: Dawn of War II	Moderately Used	Relic Entertainment   THQ	usr258@gt.edu	Computer Game		Windows	
1944	Michael Phelps: Push The Limit	Moderately Used		usr258@gt.edu	Video Game		Xbox	Optical disc
1945	Hello Doggie 	Mint	Large Format Jigsaw Puzzle By Ravensburger NEW	usr259@gt.edu	Jigsaw Puzzle	500		
1946	The Republic of Rome	Lightly Used	Valley Games  1990	usr259@gt.edu	Board Game			
1947	Katsuragi Misato Houdou Keikaku (app)	Heavily Used	Bandai Namco Games   June 6, 2009	usr259@gt.edu	Video Game		PlayStation	Cartridge
